IfStochastic,0,
DomainSizeX,30,
DomainDimensionRatio,1,1,1,,,,,
Percolation_direction,2,,,,,,,
NumFractures,72,
Fracture_001, 0.4965010,-0.8679788,0.0099764, -6.4816672, -4.2324039, -1.6856703,7.5,0.41598521197781235248,0.00000062009942185155, -4.9337119, -3.2633343,  5.5885815,
Fracture_002,-0.0966576, 0.7564089,0.6469180, -7.9932368,  1.1032183,  7.2349077,7.5,0.22740969815959688471,0.00000245204128869336, -9.1486525, -3.7980186, 12.7930452,
Fracture_003, 0.2151665, 0.5426687,0.8119200, -0.1730062, 12.4941584,  7.2938875,7.5,0.31362565094829053525,0.00000426506427762641,  0.9169797,  6.1946918, 11.2154499,
Fracture_004, 0.2161187, 0.7595480,0.6134978,  3.5292905, -0.4596419,  6.4191584,7.5,0.13598027150823244202,0.00000436970006560574, -3.6014460, -0.3038802,  8.7382820,
Fracture_005,-0.2866183,-0.5679715,0.7715299,-14.6236335,  8.9670592, -1.8958756,7.5,0.14468229767728138513,0.00000135183651429734,-12.9328308, 14.5374525,  2.8329619,
Fracture_006,-0.3353430,-0.4786784,0.8114260,-13.6262342, -0.4649212,  2.3584296,7.5,0.15451701957531949194,0.00000104270256307719,-14.1574244, -6.8103084, -1.6043849,
Fracture_007, 0.5854676,-0.4085194,0.7002425, -7.9253887,-14.1954321, -3.0276630,7.5,0.37146092192007529320,0.00000282511536390564,-13.2369123,-12.9755133,  2.1249592,
Fracture_008, 0.5900333, 0.6014029,0.5386791, 14.1691025,  4.5822992,  4.5764748,7.5,0.29807080763586424332,0.00000320173896990121, 12.1258667, 10.4050463,  0.3137523,
Fracture_009,-0.9897559, 0.0520782,0.1329326, -1.8565301, -3.7833803,-14.9447976,7.5,0.17588416240703208526,0.00000208543624373861, -1.2909478,  3.5764566,-13.6170486,
Fracture_010,-0.3378030,-0.7932260,0.5066375,-11.9214400,  8.6449876,  9.5911065,7.5,0.29800232999608833317,0.00000103027458990345, -5.3850524,  8.1925394, 13.2408911,
Fracture_011,-0.4605358,-0.5516670,0.6953922, 10.8223233, -5.9008503, 10.4895820,7.5,0.15904328879067547442,0.00000473969163990520,  4.9715893, -1.2109523, 10.3354089,
Fracture_012, 0.0290497, 0.5412268,0.8403747,  7.4553325, 13.1139944,  9.2310643,7.5,0.12198965876247527818,0.00000041081499988508,  0.1973052, 14.8070196,  8.3915973,
Fracture_013,-0.2511174,-0.7737624,0.5815770, 11.9883293,  6.3193715, -8.7790975,7.5,0.44028506971560299466,0.00000052899427819532,  5.4812460,  5.6708494,-12.4516015,
