IfStochastic,0,
DomainSizeX,30,
DomainDimensionRatio,1,1,1,,,,,
Percolation_direction,2,,,,,,,
NumFractures,72,
Fracture_001, 0.4965010,-0.8679788,0.0099764, -6.4816672, -4.2324039, -1.6856703,7.5,0.42588947455727155234,0.00000407151698793105, -4.9337119, -3.2633343,  5.5885815,
Fracture_002,-0.0966576, 0.7564089,0.6469180, -7.9932368,  1.1032183,  7.2349077,7.5,0.46231677483024768982,0.00000121800308114058, -9.1486525, -3.7980186, 12.7930452,
Fracture_003, 0.2151665, 0.5426687,0.8119200, -0.1730062, 12.4941584,  7.2938875,7.5,0.15079472651740244427,0.00000464635348412455,  0.9169797,  6.1946918, 11.2154499,
Fracture_004, 0.2161187, 0.7595480,0.6134978,  3.5292905, -0.4596419,  6.4191584,7.5,0.46535034245560780164,0.00000175024383804105, -3.6014460, -0.3038802,  8.7382820,
Fracture_005,-0.2866183,-0.5679715,0.7715299,-14.6236335,  8.9670592, -1.8958756,7.5,0.35294369849016382634,0.00000098337795453083,-12.9328308, 14.5374525,  2.8329619,
Fracture_006,-0.3353430,-0.4786784,0.8114260,-13.6262342, -0.4649212,  2.3584296,7.5,0.13901616199976382648,0.00000125579374795117,-14.1574244, -6.8103084, -1.6043849,
Fracture_007, 0.5854676,-0.4085194,0.7002425, -7.9253887,-14.1954321, -3.0276630,7.5,0.21139928754681935885,0.00000308041535839512,-13.2369123,-12.9755133,  2.1249592,
Fracture_008, 0.5900333, 0.6014029,0.5386791, 14.1691025,  4.5822992,  4.5764748,7.5,0.31875260768199353834,0.00000236670760008919, 12.1258667, 10.4050463,  0.3137523,
Fracture_009,-0.9897559, 0.0520782,0.1329326, -1.8565301, -3.7833803,-14.9447976,7.5,0.48300273417371908380,0.00000175862170556145, -1.2909478,  3.5764566,-13.6170486,
Fracture_010,-0.3378030,-0.7932260,0.5066375,-11.9214400,  8.6449876,  9.5911065,7.5,0.48595541407971065695,0.00000415422772516751, -5.3850524,  8.1925394, 13.2408911,
Fracture_011,-0.4605358,-0.5516670,0.6953922, 10.8223233, -5.9008503, 10.4895820,7.5,0.16304523267101933559,0.00000292652782371804,  4.9715893, -1.2109523, 10.3354089,
Fracture_012, 0.0290497, 0.5412268,0.8403747,  7.4553325, 13.1139944,  9.2310643,7.5,0.48823711270424630104,0.00000274884317965155,  0.1973052, 14.8070196,  8.3915973,
Fracture_013,-0.2511174,-0.7737624,0.5815770, 11.9883293,  6.3193715, -8.7790975,7.5,0.48286677929717825020,0.00000458600972231714,  5.4812460,  5.6708494,-12.4516015,
Fracture_014,-0.3126265, 0.4253883,0.8492994,  6.9570979,  6.8454042,-10.8793574,7.5,0.29415025948913653409,0.00000142955217459246, 12.1637989, 12.1897738,-11.6396069,
Fracture_015,-0.8245793, 0.4102795,0.3895379, -3.8150974,  5.0462397,-12.5560500,7.5,0.42011218755552004467,0.00000378612254543905,  0.4120859,  9.9611505, -8.7845021,
Fracture_016, 0.8491133,-0.4081083,0.3353418,  4.3135208,  7.7333511, -1.2643581,7.5,0.15675453545088613438,0.00000376876860684534,  0.8231587,  1.1460074, -0.4432156,
Fracture_017,-0.0792925, 0.8941551,0.4406805,  4.2336298,  2.6812913, -5.3615424,7.5,0.26870451305051001878,0.00000190253901195330,  6.7038267, -0.2718097,  1.0748636,
Fracture_018,-0.1929636, 0.4181612,0.8876408,  4.4056318, 12.0964179,-14.3436542,7.5,0.46629421007562688040,0.00000283932429280574,  1.3068239,  5.6827396,-11.9958640,
Fracture_019, 0.7006804,-0.7133014,0.0157516, -5.5934401,  6.1328128, 10.6287715,7.5,0.41688293182382174518,0.00000037973352067054, -6.7421259,  4.8432826,  3.3303037,
Fracture_020,-0.5047104, 0.7720926,0.3861872, -9.0250319,  7.8609929, -0.7881212,7.5,0.48379697055716119891,0.00000027022361827370, -7.4718098, 11.9302481, -6.8937467,
Fracture_021, 0.7423826, 0.6408254,0.1954757, -2.9442125, -1.5174451,-13.9226985,7.5,0.36229627966263477923,0.00000265422236626836,  0.1602559, -6.5283938, -9.2856014,
Fracture_022, 0.1391097, 0.2204653,0.9654240, -5.1536383,-12.1091048, -6.1616037,7.5,0.11428467142967582704,0.00000389594656689501, -5.0200541, -4.8026925, -7.8493522,
Fracture_023,-0.6376414, 0.7702009,0.0142817,  1.3734374,  1.0324064,  7.1012465,7.5,0.43965172234751082048,0.00000467008641580380, -2.8675497, -2.5718824, 12.1284853,
Fracture_024, 0.8987085,-0.3853966,0.2092664, 14.3815183,  3.5661663, -6.3522754,7.5,0.47359729910302028610,0.00000064996608926441, 11.8142880,  1.1800034,  0.2783773,
Fracture_025,-0.8614939, 0.1056076,0.4966642,  4.5907643,  3.3473375, -5.2121213,7.5,0.37149406194310941043,0.00000284433389253053,  3.4999756, -4.0661996, -5.5277917,
Fracture_026, 0.2444296, 0.9277281,0.2820899,-13.2185118, 11.8637067, -4.3127221,7.5,0.40309605223133337937,0.00000234721850997050, -5.9655637,  9.9545948, -4.3187431,
Fracture_027,-0.3469251,-0.9192820,0.1859129, -9.1185994, -8.2029144, -9.8960463,7.5,0.39725298724996649380,0.00000006000439647146,-10.2920262, -6.3116299, -2.7339159,
Fracture_028,-0.2334838, 0.9483881,0.2145815,-12.7429139, -7.7342912, 13.8568998,7.5,0.25689080781366724349,0.00000168594466067221, -6.0261486, -5.5165509, 11.3635703,
Fracture_029, 0.0411183, 0.9840448,0.1731041,-12.5925702, -0.9441586, -5.3585473,7.5,0.36219115607102270182,0.00000081133044981212, -6.3548093, -1.9170534, -1.3096195,
Fracture_030,-0.0525675,-0.2713781,0.9610362,-12.9424256, -9.2574665,-12.8940216,7.5,0.16847467512462471761,0.00000397152556114919, -6.7021687,-13.3380967,-13.7049787,
